"# Channel 1"
"# Trace 3"
Frequency, Formatted Data, Formatted Data
+2.86056250000E+008, -6.44382805755E+000, +0.00000000000E+000
+2.86075000000E+008, -6.43791225249E+000, +0.00000000000E+000
+2.86093750000E+008, -6.42985960882E+000, +0.00000000000E+000
+2.86112500000E+008, -6.42344307724E+000, +0.00000000000E+000
+2.86131250000E+008, -6.41892072591E+000, +0.00000000000E+000
+2.86150000000E+008, -6.41116358990E+000, +0.00000000000E+000
+2.86168750000E+008, -6.40769326016E+000, +0.00000000000E+000
+2.86187500000E+008, -6.40348763309E+000, +0.00000000000E+000
+2.86206250000E+008, -6.40238088164E+000, +0.00000000000E+000
+2.86225000000E+008, -6.40089317655E+000, +0.00000000000E+000
+2.86243750000E+008, -6.40260527332E+000, +0.00000000000E+000
+2.86262500000E+008, -6.40218976947E+000, +0.00000000000E+000
+2.86281250000E+008, -6.40304026776E+000, +0.00000000000E+000
+2.86300000000E+008, -6.40602390746E+000, +0.00000000000E+000
+2.86318750000E+008, -6.40795272100E+000, +0.00000000000E+000
+2.86337500000E+008, -6.41356453475E+000, +0.00000000000E+000
+2.86356250000E+008, -6.41790980820E+000, +0.00000000000E+000
+2.86375000000E+008, -6.42417774143E+000, +0.00000000000E+000
+2.86393750000E+008, -6.43142201332E+000, +0.00000000000E+000
+2.86412500000E+008, -6.43927904543E+000, +0.00000000000E+000
+2.86431250000E+008, -6.44800796318E+000, +0.00000000000E+000
+2.86450000000E+008, -6.45952644809E+000, +0.00000000000E+000
+2.86468750000E+008, -6.46870373123E+000, +0.00000000000E+000
+2.86487500000E+008, -6.48358682060E+000, +0.00000000000E+000
+2.86506250000E+008, -6.49320812659E+000, +0.00000000000E+000
+2.86525000000E+008, -6.50893239084E+000, +0.00000000000E+000
+2.86543750000E+008, -6.52513440954E+000, +0.00000000000E+000
+2.86562500000E+008, -6.53861307332E+000, +0.00000000000E+000
+2.86581250000E+008, -6.55719871347E+000, +0.00000000000E+000
+2.86600000000E+008, -6.57732033316E+000, +0.00000000000E+000
+2.86618750000E+008, -6.59400100122E+000, +0.00000000000E+000
+2.86637500000E+008, -6.61374033906E+000, +0.00000000000E+000
+2.86656250000E+008, -6.63599621579E+000, +0.00000000000E+000
+2.86675000000E+008, -6.65809594202E+000, +0.00000000000E+000
+2.86693750000E+008, -6.68162358633E+000, +0.00000000000E+000
+2.86712500000E+008, -6.70756101387E+000, +0.00000000000E+000
+2.86731250000E+008, -6.73330297603E+000, +0.00000000000E+000
+2.86750000000E+008, -6.75944411596E+000, +0.00000000000E+000
+2.86768750000E+008, -6.78857072927E+000, +0.00000000000E+000
+2.86787500000E+008, -6.81700525641E+000, +0.00000000000E+000
+2.86806250000E+008, -6.84513498302E+000, +0.00000000000E+000
+2.86825000000E+008, -6.87870774575E+000, +0.00000000000E+000
+2.86843750000E+008, -6.90803554683E+000, +0.00000000000E+000
+2.86862500000E+008, -6.94567043804E+000, +0.00000000000E+000
+2.86881250000E+008, -6.97772079551E+000, +0.00000000000E+000
+2.86900000000E+008, -7.01407030158E+000, +0.00000000000E+000
+2.86918750000E+008, -7.04819371677E+000, +0.00000000000E+000
+2.86937500000E+008, -7.08688659333E+000, +0.00000000000E+000
+2.86956250000E+008, -7.12494683512E+000, +0.00000000000E+000
+2.86975000000E+008, -7.16503672696E+000, +0.00000000000E+000
+2.86993750000E+008, -7.20596674332E+000, +0.00000000000E+000
+2.87012500000E+008, -7.24937248593E+000, +0.00000000000E+000
+2.87031250000E+008, -7.29195432259E+000, +0.00000000000E+000
+2.87050000000E+008, -7.33571979228E+000, +0.00000000000E+000
+2.87068750000E+008, -7.37868788551E+000, +0.00000000000E+000
+2.87087500000E+008, -7.42452265876E+000, +0.00000000000E+000
+2.87106250000E+008, -7.46868467714E+000, +0.00000000000E+000
+2.87125000000E+008, -7.51525893169E+000, +0.00000000000E+000
+2.87143750000E+008, -7.56265483604E+000, +0.00000000000E+000
+2.87162500000E+008, -7.61610509972E+000, +0.00000000000E+000
+2.87181250000E+008, -7.66500511540E+000, +0.00000000000E+000
+2.87200000000E+008, -7.71254400206E+000, +0.00000000000E+000
+2.87218750000E+008, -7.76325533015E+000, +0.00000000000E+000
+2.87237500000E+008, -7.81215979244E+000, +0.00000000000E+000
+2.87256250000E+008, -7.86373366638E+000, +0.00000000000E+000
+2.87275000000E+008, -7.91793161871E+000, +0.00000000000E+000
+2.87293750000E+008, -7.97059748550E+000, +0.00000000000E+000
+2.87312500000E+008, -8.02369983588E+000, +0.00000000000E+000
+2.87331250000E+008, -8.07559011891E+000, +0.00000000000E+000
+2.87350000000E+008, -8.12600435231E+000, +0.00000000000E+000
+2.87368750000E+008, -8.17968802100E+000, +0.00000000000E+000
+2.87387500000E+008, -8.22860749471E+000, +0.00000000000E+000
+2.87406250000E+008, -8.27763719250E+000, +0.00000000000E+000
+2.87425000000E+008, -8.33287828307E+000, +0.00000000000E+000
+2.87443750000E+008, -8.38388976659E+000, +0.00000000000E+000
+2.87462500000E+008, -8.43400500599E+000, +0.00000000000E+000
+2.87481250000E+008, -8.48612969247E+000, +0.00000000000E+000
+2.87500000000E+008, -8.53418297782E+000, +0.00000000000E+000
+2.87518750000E+008, -8.57842778028E+000, +0.00000000000E+000
+2.87537500000E+008, -8.62726368026E+000, +0.00000000000E+000
+2.87556250000E+008, -8.66946886808E+000, +0.00000000000E+000
+2.87575000000E+008, -8.71769947705E+000, +0.00000000000E+000
+2.87593750000E+008, -8.75766327373E+000, +0.00000000000E+000
+2.87612500000E+008, -8.79949969086E+000, +0.00000000000E+000
+2.87631250000E+008, -8.83807285216E+000, +0.00000000000E+000
+2.87650000000E+008, -8.87570585159E+000, +0.00000000000E+000
+2.87668750000E+008, -8.90916308535E+000, +0.00000000000E+000
+2.87687500000E+008, -8.93928236905E+000, +0.00000000000E+000
+2.87706250000E+008, -8.96866230852E+000, +0.00000000000E+000
+2.87725000000E+008, -8.99591271002E+000, +0.00000000000E+000
+2.87743750000E+008, -9.02024679347E+000, +0.00000000000E+000
+2.87762500000E+008, -9.03895377620E+000, +0.00000000000E+000
+2.87781250000E+008, -9.05801319208E+000, +0.00000000000E+000
+2.87800000000E+008, -9.07107979925E+000, +0.00000000000E+000
+2.87818750000E+008, -9.08011838276E+000, +0.00000000000E+000
+2.87837500000E+008, -9.08559470512E+000, +0.00000000000E+000
+2.87856250000E+008, -9.09095300872E+000, +0.00000000000E+000
+2.87875000000E+008, -9.09123636526E+000, +0.00000000000E+000
+2.87893750000E+008, -9.08839089678E+000, +0.00000000000E+000
+2.87912500000E+008, -9.08241999409E+000, +0.00000000000E+000
+2.87931250000E+008, -9.07097927724E+000, +0.00000000000E+000
+2.87950000000E+008, -9.05788194040E+000, +0.00000000000E+000
+2.87968750000E+008, -9.03902161213E+000, +0.00000000000E+000
+2.87987500000E+008, -9.01444221451E+000, +0.00000000000E+000
+2.88006250000E+008, -8.98422534615E+000, +0.00000000000E+000
+2.88025000000E+008, -8.95565450295E+000, +0.00000000000E+000
+2.88043750000E+008, -8.92142397740E+000, +0.00000000000E+000
+2.88062500000E+008, -8.88529709737E+000, +0.00000000000E+000
+2.88081250000E+008, -8.84394132435E+000, +0.00000000000E+000
+2.88100000000E+008, -8.79825298135E+000, +0.00000000000E+000
+2.88118750000E+008, -8.75074050931E+000, +0.00000000000E+000
+2.88137500000E+008, -8.69550446649E+000, +0.00000000000E+000
+2.88156250000E+008, -8.63947686467E+000, +0.00000000000E+000
+2.88175000000E+008, -8.58058233057E+000, +0.00000000000E+000
+2.88193750000E+008, -8.51994414085E+000, +0.00000000000E+000
+2.88212500000E+008, -8.45947557713E+000, +0.00000000000E+000
+2.88231250000E+008, -8.39333544305E+000, +0.00000000000E+000
+2.88250000000E+008, -8.32512141038E+000, +0.00000000000E+000
+2.88268750000E+008, -8.25254732353E+000, +0.00000000000E+000
+2.88287500000E+008, -8.17768758323E+000, +0.00000000000E+000
+2.88306250000E+008, -8.10213420037E+000, +0.00000000000E+000
+2.88325000000E+008, -8.02160949495E+000, +0.00000000000E+000
+2.88343750000E+008, -7.94551674459E+000, +0.00000000000E+000
+2.88362500000E+008, -7.86524840712E+000, +0.00000000000E+000
+2.88381250000E+008, -7.78524919707E+000, +0.00000000000E+000
+2.88400000000E+008, -7.70121311047E+000, +0.00000000000E+000
+2.88418750000E+008, -7.61881601873E+000, +0.00000000000E+000
+2.88437500000E+008, -7.53145392417E+000, +0.00000000000E+000
+2.88456250000E+008, -7.44392987152E+000, +0.00000000000E+000
+2.88475000000E+008, -7.35634528869E+000, +0.00000000000E+000
+2.88493750000E+008, -7.27164331099E+000, +0.00000000000E+000
+2.88512500000E+008, -7.18570164106E+000, +0.00000000000E+000
+2.88531250000E+008, -7.10019733601E+000, +0.00000000000E+000
+2.88550000000E+008, -7.01251469754E+000, +0.00000000000E+000
+2.88568750000E+008, -6.92252911079E+000, +0.00000000000E+000
+2.88587500000E+008, -6.83467528005E+000, +0.00000000000E+000
+2.88606250000E+008, -6.74947897164E+000, +0.00000000000E+000
+2.88625000000E+008, -6.65922794981E+000, +0.00000000000E+000
+2.88643750000E+008, -6.57369114801E+000, +0.00000000000E+000
+2.88662500000E+008, -6.48684346116E+000, +0.00000000000E+000
+2.88681250000E+008, -6.39907446640E+000, +0.00000000000E+000
+2.88700000000E+008, -6.31594515590E+000, +0.00000000000E+000
+2.88718750000E+008, -6.22834374785E+000, +0.00000000000E+000
+2.88737500000E+008, -6.14249238536E+000, +0.00000000000E+000
+2.88756250000E+008, -6.05903194177E+000, +0.00000000000E+000
+2.88775000000E+008, -5.97416847395E+000, +0.00000000000E+000
+2.88793750000E+008, -5.89325970521E+000, +0.00000000000E+000
+2.88812500000E+008, -5.81153164347E+000, +0.00000000000E+000
+2.88831250000E+008, -5.73135928768E+000, +0.00000000000E+000
+2.88850000000E+008, -5.65139369906E+000, +0.00000000000E+000
+2.88868750000E+008, -5.57014239621E+000, +0.00000000000E+000
+2.88887500000E+008, -5.49331838876E+000, +0.00000000000E+000
+2.88906250000E+008, -5.41264037075E+000, +0.00000000000E+000
+2.88925000000E+008, -5.33681003760E+000, +0.00000000000E+000
+2.88943750000E+008, -5.26319593423E+000, +0.00000000000E+000
+2.88962500000E+008, -5.18905911424E+000, +0.00000000000E+000
+2.88981250000E+008, -5.11580338492E+000, +0.00000000000E+000
+2.89000000000E+008, -5.04402030274E+000, +0.00000000000E+000
+2.89018750000E+008, -4.97355558768E+000, +0.00000000000E+000
+2.89037500000E+008, -4.90175271953E+000, +0.00000000000E+000
+2.89056250000E+008, -4.83299850536E+000, +0.00000000000E+000
+2.89075000000E+008, -4.76216271173E+000, +0.00000000000E+000
+2.89093750000E+008, -4.69711655307E+000, +0.00000000000E+000
+2.89112500000E+008, -4.62980203837E+000, +0.00000000000E+000
+2.89131250000E+008, -4.56528000933E+000, +0.00000000000E+000
+2.89150000000E+008, -4.49921533290E+000, +0.00000000000E+000
+2.89168750000E+008, -4.43660796314E+000, +0.00000000000E+000
+2.89187500000E+008, -4.37412243001E+000, +0.00000000000E+000
+2.89206250000E+008, -4.31287669858E+000, +0.00000000000E+000
+2.89225000000E+008, -4.25146005300E+000, +0.00000000000E+000
+2.89243750000E+008, -4.19107147824E+000, +0.00000000000E+000
+2.89262500000E+008, -4.13514482295E+000, +0.00000000000E+000
+2.89281250000E+008, -4.07825963256E+000, +0.00000000000E+000
+2.89300000000E+008, -4.02124180270E+000, +0.00000000000E+000
+2.89318750000E+008, -3.96582482565E+000, +0.00000000000E+000
+2.89337500000E+008, -3.91065572019E+000, +0.00000000000E+000
+2.89356250000E+008, -3.85866989222E+000, +0.00000000000E+000
+2.89375000000E+008, -3.80727548614E+000, +0.00000000000E+000
+2.89393750000E+008, -3.75531664973E+000, +0.00000000000E+000
+2.89412500000E+008, -3.70380802075E+000, +0.00000000000E+000
+2.89431250000E+008, -3.65545682621E+000, +0.00000000000E+000
+2.89450000000E+008, -3.60575071558E+000, +0.00000000000E+000
+2.89468750000E+008, -3.55760542917E+000, +0.00000000000E+000
+2.89487500000E+008, -3.51208447237E+000, +0.00000000000E+000
+2.89506250000E+008, -3.46389703299E+000, +0.00000000000E+000
+2.89525000000E+008, -3.41998428104E+000, +0.00000000000E+000
+2.89543750000E+008, -3.37612186838E+000, +0.00000000000E+000
+2.89562500000E+008, -3.33406411812E+000, +0.00000000000E+000
+2.89581250000E+008, -3.29122201327E+000, +0.00000000000E+000
+2.89600000000E+008, -3.24985285949E+000, +0.00000000000E+000
+2.89618750000E+008, -3.20807170550E+000, +0.00000000000E+000
+2.89637500000E+008, -3.16929991433E+000, +0.00000000000E+000
+2.89656250000E+008, -3.13050445559E+000, +0.00000000000E+000
+2.89675000000E+008, -3.09112314993E+000, +0.00000000000E+000
+2.89693750000E+008, -3.05525786462E+000, +0.00000000000E+000
+2.89712500000E+008, -3.01746461037E+000, +0.00000000000E+000
+2.89731250000E+008, -2.98351737036E+000, +0.00000000000E+000
+2.89750000000E+008, -2.94875549050E+000, +0.00000000000E+000
+2.89768750000E+008, -2.91274255047E+000, +0.00000000000E+000
+2.89787500000E+008, -2.87973293112E+000, +0.00000000000E+000
+2.89806250000E+008, -2.84767816625E+000, +0.00000000000E+000
+2.89825000000E+008, -2.81518713608E+000, +0.00000000000E+000
+2.89843750000E+008, -2.78495513513E+000, +0.00000000000E+000
+2.89862500000E+008, -2.75332978908E+000, +0.00000000000E+000
+2.89881250000E+008, -2.72462255128E+000, +0.00000000000E+000
+2.89900000000E+008, -2.69525034062E+000, +0.00000000000E+000
+2.89918750000E+008, -2.66546008447E+000, +0.00000000000E+000
+2.89937500000E+008, -2.63790889238E+000, +0.00000000000E+000
+2.89956250000E+008, -2.61035936700E+000, +0.00000000000E+000
+2.89975000000E+008, -2.58393657377E+000, +0.00000000000E+000
+2.89993750000E+008, -2.55836010678E+000, +0.00000000000E+000
+2.90012500000E+008, -2.53316819170E+000, +0.00000000000E+000
+2.90031250000E+008, -2.50769770489E+000, +0.00000000000E+000
+2.90050000000E+008, -2.48313242973E+000, +0.00000000000E+000
+2.90068750000E+008, -2.46148526907E+000, +0.00000000000E+000
+2.90087500000E+008, -2.43776764950E+000, +0.00000000000E+000
+2.90106250000E+008, -2.41593115178E+000, +0.00000000000E+000
+2.90125000000E+008, -2.39337668805E+000, +0.00000000000E+000
+2.90143750000E+008, -2.37251411780E+000, +0.00000000000E+000
+2.90162500000E+008, -2.35118250650E+000, +0.00000000000E+000
+2.90181250000E+008, -2.33159036264E+000, +0.00000000000E+000
+2.90200000000E+008, -2.31206098528E+000, +0.00000000000E+000
+2.90218750000E+008, -2.29452446913E+000, +0.00000000000E+000
+2.90237500000E+008, -2.27620138043E+000, +0.00000000000E+000
+2.90256250000E+008, -2.25784221178E+000, +0.00000000000E+000
+2.90275000000E+008, -2.24067955636E+000, +0.00000000000E+000
+2.90293750000E+008, -2.22418152964E+000, +0.00000000000E+000
+2.90312500000E+008, -2.20681330713E+000, +0.00000000000E+000
+2.90331250000E+008, -2.19083598181E+000, +0.00000000000E+000
+2.90350000000E+008, -2.17536254808E+000, +0.00000000000E+000
+2.90368750000E+008, -2.16033155620E+000, +0.00000000000E+000
+2.90387500000E+008, -2.14667027688E+000, +0.00000000000E+000
+2.90406250000E+008, -2.13428109070E+000, +0.00000000000E+000
+2.90425000000E+008, -2.11952909640E+000, +0.00000000000E+000
+2.90443750000E+008, -2.10684675962E+000, +0.00000000000E+000
+2.90462500000E+008, -2.09414878711E+000, +0.00000000000E+000
+2.90481250000E+008, -2.08167188604E+000, +0.00000000000E+000
+2.90500000000E+008, -2.07118949281E+000, +0.00000000000E+000
+2.90518750000E+008, -2.06052104602E+000, +0.00000000000E+000
+2.90537500000E+008, -2.05062891147E+000, +0.00000000000E+000
+2.90556250000E+008, -2.04058490951E+000, +0.00000000000E+000
+2.90575000000E+008, -2.03075845037E+000, +0.00000000000E+000
+2.90593750000E+008, -2.02249877398E+000, +0.00000000000E+000
+2.90612500000E+008, -2.01326035457E+000, +0.00000000000E+000
+2.90631250000E+008, -2.00360676715E+000, +0.00000000000E+000
+2.90650000000E+008, -1.99635369467E+000, +0.00000000000E+000
+2.90668750000E+008, -1.98877851825E+000, +0.00000000000E+000
+2.90687500000E+008, -1.98164803626E+000, +0.00000000000E+000
+2.90706250000E+008, -1.97586867009E+000, +0.00000000000E+000
+2.90725000000E+008, -1.96863981037E+000, +0.00000000000E+000
+2.90743750000E+008, -1.96230860172E+000, +0.00000000000E+000
+2.90762500000E+008, -1.95704133302E+000, +0.00000000000E+000
+2.90781250000E+008, -1.95132644059E+000, +0.00000000000E+000
+2.90800000000E+008, -1.94706200829E+000, +0.00000000000E+000
+2.90818750000E+008, -1.94293831141E+000, +0.00000000000E+000
+2.90837500000E+008, -1.93891035830E+000, +0.00000000000E+000
+2.90856250000E+008, -1.93534977159E+000, +0.00000000000E+000
