"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+2.86956250000E+008, +4.64683920072E-001, -1.29071909765E+002
+2.86975000000E+008, +4.62976835738E-001, -1.29202630888E+002
+2.86993750000E+008, +4.61115027456E-001, -1.29327924851E+002
+2.87012500000E+008, +4.59262776170E-001, -1.29466916127E+002
+2.87031250000E+008, +4.57437991370E-001, -1.29610848282E+002
+2.87050000000E+008, +4.55461346891E-001, -1.29765643324E+002
+2.87068750000E+008, +4.53569833139E-001, -1.29947673233E+002
+2.87087500000E+008, +4.51522408648E-001, -1.30115774279E+002
+2.87106250000E+008, +4.49559937614E-001, -1.30326109952E+002
+2.87125000000E+008, +4.47429082192E-001, -1.30524794730E+002
+2.87143750000E+008, +4.45303395532E-001, -1.30727202848E+002
+2.87162500000E+008, +4.43135903463E-001, -1.30942767053E+002
+2.87181250000E+008, +4.40934655743E-001, -1.31160432098E+002
+2.87200000000E+008, +4.38574492454E-001, -1.31410628296E+002
+2.87218750000E+008, +4.36416442775E-001, -1.31668163542E+002
+2.87237500000E+008, +4.34211790781E-001, -1.31958509758E+002
+2.87256250000E+008, +4.31929813340E-001, -1.32240894740E+002
+2.87275000000E+008, +4.29505498992E-001, -1.32513061429E+002
+2.87293750000E+008, +4.27007246900E-001, -1.32825147813E+002
+2.87312500000E+008, +4.24804910948E-001, -1.33142477396E+002
+2.87331250000E+008, +4.22299133238E-001, -1.33475281042E+002
+2.87350000000E+008, +4.19857338773E-001, -1.33832791067E+002
+2.87368750000E+008, +4.17527503947E-001, -1.34197504720E+002
+2.87387500000E+008, +4.15133227382E-001, -1.34576341184E+002
+2.87406250000E+008, +4.12843092261E-001, -1.34960349110E+002
+2.87425000000E+008, +4.10455570464E-001, -1.35373099593E+002
+2.87443750000E+008, +4.07943999977E-001, -1.35794525032E+002
+2.87462500000E+008, +4.05483753751E-001, -1.36229150792E+002
+2.87481250000E+008, +4.03020142308E-001, -1.36691685256E+002
+2.87500000000E+008, +4.00704338073E-001, -1.37186491472E+002
+2.87518750000E+008, +3.98244467234E-001, -1.37681758237E+002
+2.87537500000E+008, +3.95992285639E-001, -1.38179493683E+002
+2.87556250000E+008, +3.93701231567E-001, -1.38724012048E+002
+2.87575000000E+008, +3.91495143535E-001, -1.39257613209E+002
+2.87593750000E+008, +3.89093920442E-001, -1.39830539593E+002
+2.87612500000E+008, +3.86873778187E-001, -1.40417652645E+002
+2.87631250000E+008, +3.84622740888E-001, -1.41014112502E+002
+2.87650000000E+008, +3.82569547702E-001, -1.41618676444E+002
+2.87668750000E+008, +3.80605206686E-001, -1.42270241004E+002
+2.87687500000E+008, +3.78542599480E-001, -1.42924156035E+002
+2.87706250000E+008, +3.76667404737E-001, -1.43614315737E+002
+2.87725000000E+008, +3.74887503015E-001, -1.44313215945E+002
+2.87743750000E+008, +3.73093642155E-001, -1.45038134164E+002
+2.87762500000E+008, +3.71372114104E-001, -1.45748113621E+002
+2.87781250000E+008, +3.69665008746E-001, -1.46479152213E+002
+2.87800000000E+008, +3.68277187959E-001, -1.47270230994E+002
+2.87818750000E+008, +3.66779099113E-001, -1.48049398288E+002
+2.87837500000E+008, +3.65419331780E-001, -1.48858769141E+002
+2.87856250000E+008, +3.64210132533E-001, -1.49666501963E+002
+2.87875000000E+008, +3.63256130222E-001, -1.50504244021E+002
+2.87893750000E+008, +3.62207188260E-001, -1.51352865597E+002
+2.87912500000E+008, +3.61246149919E-001, -1.52215402415E+002
+2.87931250000E+008, +3.60518890835E-001, -1.53084850085E+002
+2.87950000000E+008, +3.59818626825E-001, -1.53969997838E+002
+2.87968750000E+008, +3.59395775753E-001, -1.54873124874E+002
+2.87987500000E+008, +3.58989039961E-001, -1.55785823147E+002
+2.88006250000E+008, +3.58938055643E-001, -1.56695078495E+002
+2.88025000000E+008, +3.58802342322E-001, -1.57593332851E+002
+2.88043750000E+008, +3.58745410521E-001, -1.58540749157E+002
+2.88062500000E+008, +3.58935539534E-001, -1.59492334885E+002
+2.88081250000E+008, +3.59193193980E-001, -1.60408250827E+002
+2.88100000000E+008, +3.59874580296E-001, -1.61332498480E+002
+2.88118750000E+008, +3.60465343547E-001, -1.62311598897E+002
+2.88137500000E+008, +3.61253296998E-001, -1.63247112250E+002
+2.88156250000E+008, +3.62374570147E-001, -1.64189354325E+002
+2.88175000000E+008, +3.63477297155E-001, -1.65128770945E+002
+2.88193750000E+008, +3.64525285896E-001, -1.66069795822E+002
+2.88212500000E+008, +3.65976398844E-001, -1.67019998755E+002
+2.88231250000E+008, +3.67507781860E-001, -1.67942145447E+002
+2.88250000000E+008, +3.69268364710E-001, -1.68857637530E+002
+2.88268750000E+008, +3.71000646073E-001, -1.69758504959E+002
+2.88287500000E+008, +3.73136680519E-001, -1.70669724142E+002
+2.88306250000E+008, +3.75231393145E-001, -1.71532220616E+002
+2.88325000000E+008, +3.77538872920E-001, -1.72436565996E+002
+2.88343750000E+008, +3.79936135079E-001, -1.73306883165E+002
+2.88362500000E+008, +3.82339164406E-001, -1.74176469682E+002
+2.88381250000E+008, +3.85016117945E-001, -1.75007991210E+002
+2.88400000000E+008, +3.87856385050E-001, -1.75847463313E+002
+2.88418750000E+008, +3.90786878005E-001, -1.76661070527E+002
+2.88437500000E+008, +3.93781396506E-001, -1.77441290202E+002
+2.88456250000E+008, +3.97107660130E-001, -1.78229412111E+002
+2.88475000000E+008, +4.00244582043E-001, -1.78985244754E+002
+2.88493750000E+008, +4.03588673691E-001, -1.79750431213E+002
+2.88512500000E+008, +4.07009706951E-001, +1.79503461067E+002
+2.88531250000E+008, +4.10525257136E-001, +1.78773573945E+002
+2.88550000000E+008, +4.14267294593E-001, +1.78076122313E+002
+2.88568750000E+008, +4.17923113368E-001, +1.77385897950E+002
+2.88587500000E+008, +4.21728157748E-001, +1.76731471540E+002
+2.88606250000E+008, +4.25863237283E-001, +1.76092748276E+002
+2.88625000000E+008, +4.29639038295E-001, +1.75438788793E+002
+2.88643750000E+008, +4.33579060976E-001, +1.74826351997E+002
+2.88662500000E+008, +4.37740390174E-001, +1.74211933679E+002
+2.88681250000E+008, +4.41737102391E-001, +1.73637987281E+002
+2.88700000000E+008, +4.46128573173E-001, +1.73059941874E+002
+2.88718750000E+008, +4.50347769992E-001, +1.72504520590E+002
+2.88737500000E+008, +4.54684931862E-001, +1.71963296345E+002
+2.88756250000E+008, +4.59166404684E-001, +1.71449848330E+002
+2.88775000000E+008, +4.63561623781E-001, +1.70932232412E+002
+2.88793750000E+008, +4.67741794292E-001, +1.70456055132E+002
+2.88812500000E+008, +4.72309236897E-001, +1.69950679390E+002
+2.88831250000E+008, +4.76834408553E-001, +1.69490699666E+002
+2.88850000000E+008, +4.81421339594E-001, +1.69049133706E+002
+2.88868750000E+008, +4.85775504724E-001, +1.68601120975E+002
+2.88887500000E+008, +4.90349469383E-001, +1.68173246960E+002
+2.88906250000E+008, +4.95022988496E-001, +1.67772899484E+002
+2.88925000000E+008, +4.99517095648E-001, +1.67364232437E+002
+2.88943750000E+008, +5.04030718727E-001, +1.66972505650E+002
+2.88962500000E+008, +5.08606165753E-001, +1.66585096430E+002
+2.88981250000E+008, +5.13170793795E-001, +1.66218100186E+002
+2.89000000000E+008, +5.17675999638E-001, +1.65865137974E+002
+2.89018750000E+008, +5.22317766212E-001, +1.65541504258E+002
+2.89037500000E+008, +5.26834844614E-001, +1.65207114507E+002
+2.89056250000E+008, +5.31495785516E-001, +1.64900425151E+002
+2.89075000000E+008, +5.36080917324E-001, +1.64589225313E+002
+2.89093750000E+008, +5.40530211665E-001, +1.64266861519E+002
+2.89112500000E+008, +5.45074529194E-001, +1.63965821210E+002
+2.89131250000E+008, +5.49571290043E-001, +1.63678635637E+002
+2.89150000000E+008, +5.54064574275E-001, +1.63399333160E+002
+2.89168750000E+008, +5.58463975557E-001, +1.63132376017E+002
+2.89187500000E+008, +5.62893851891E-001, +1.62879123045E+002
+2.89206250000E+008, +5.67500740516E-001, +1.62643425684E+002
+2.89225000000E+008, +5.71759958129E-001, +1.62390818028E+002
+2.89243750000E+008, +5.76154952154E-001, +1.62143750938E+002
+2.89262500000E+008, +5.80446802439E-001, +1.61905059637E+002
+2.89281250000E+008, +5.84725976768E-001, +1.61672250867E+002
+2.89300000000E+008, +5.89005339072E-001, +1.61455848094E+002
+2.89318750000E+008, +5.93251187382E-001, +1.61243953152E+002
+2.89337500000E+008, +5.97487108426E-001, +1.61052277095E+002
+2.89356250000E+008, +6.01609471845E-001, +1.60852124726E+002
+2.89375000000E+008, +6.05746871198E-001, +1.60671570975E+002
+2.89393750000E+008, +6.09777628502E-001, +1.60468770530E+002
+2.89412500000E+008, +6.13802203442E-001, +1.60278417640E+002
+2.89431250000E+008, +6.17815158229E-001, +1.60087830328E+002
+2.89450000000E+008, +6.21938168222E-001, +1.59923143831E+002
+2.89468750000E+008, +6.25758374425E-001, +1.59747363647E+002
+2.89487500000E+008, +6.29538054045E-001, +1.59589483258E+002
+2.89506250000E+008, +6.33489175810E-001, +1.59454267212E+002
+2.89525000000E+008, +6.37302795758E-001, +1.59293049692E+002
+2.89543750000E+008, +6.41039566934E-001, +1.59133906554E+002
+2.89562500000E+008, +6.44716269322E-001, +1.58969411704E+002
+2.89581250000E+008, +6.48441454941E-001, +1.58825401422E+002
+2.89600000000E+008, +6.52053395352E-001, +1.58687106171E+002
+2.89618750000E+008, +6.55572659395E-001, +1.58550816503E+002
+2.89637500000E+008, +6.59250895107E-001, +1.58424618910E+002
+2.89656250000E+008, +6.62562749350E-001, +1.58299429159E+002
+2.89675000000E+008, +6.66152860086E-001, +1.58174860574E+002
+2.89693750000E+008, +6.69487103758E-001, +1.58039018220E+002
+2.89712500000E+008, +6.72809875983E-001, +1.57904087715E+002
+2.89731250000E+008, +6.76106483309E-001, +1.57783778764E+002
+2.89750000000E+008, +6.79362117796E-001, +1.57660337274E+002
+2.89768750000E+008, +6.82528551307E-001, +1.57555113099E+002
+2.89787500000E+008, +6.85666403762E-001, +1.57447418445E+002
+2.89806250000E+008, +6.88778143635E-001, +1.57343687964E+002
+2.89825000000E+008, +6.91916588749E-001, +1.57238181121E+002
+2.89843750000E+008, +6.94827349608E-001, +1.57132070437E+002
+2.89862500000E+008, +6.97799103780E-001, +1.57018000205E+002
+2.89881250000E+008, +7.00668221939E-001, +1.56913789873E+002
+2.89900000000E+008, +7.03665254311E-001, +1.56819244643E+002
+2.89918750000E+008, +7.06610516688E-001, +1.56717069028E+002
+2.89937500000E+008, +7.09246261608E-001, +1.56629518599E+002
+2.89956250000E+008, +7.11955017696E-001, +1.56547813330E+002
+2.89975000000E+008, +7.14759445428E-001, +1.56452669938E+002
+2.89993750000E+008, +7.17445744366E-001, +1.56342326737E+002
+2.90012500000E+008, +7.20100027228E-001, +1.56252508189E+002
+2.90031250000E+008, +7.22578813815E-001, +1.56166735529E+002
+2.90050000000E+008, +7.25183443683E-001, +1.56069574445E+002
+2.90068750000E+008, +7.27565380280E-001, +1.55993562327E+002
+2.90087500000E+008, +7.30068723407E-001, +1.55917796210E+002
+2.90106250000E+008, +7.32258878141E-001, +1.55833563433E+002
+2.90125000000E+008, +7.34811266867E-001, +1.55752018198E+002
+2.90143750000E+008, +7.37109715192E-001, +1.55665725107E+002
+2.90162500000E+008, +7.39232109313E-001, +1.55578925466E+002
+2.90181250000E+008, +7.41537910480E-001, +1.55496611438E+002
+2.90200000000E+008, +7.43653439840E-001, +1.55408366144E+002
+2.90218750000E+008, +7.45770838974E-001, +1.55338614941E+002
+2.90237500000E+008, +7.47884659259E-001, +1.55264664041E+002
+2.90256250000E+008, +7.49959754220E-001, +1.55197524188E+002
+2.90275000000E+008, +7.51893615194E-001, +1.55125422640E+002
+2.90293750000E+008, +7.53902834848E-001, +1.55041938321E+002
+2.90312500000E+008, +7.55827356899E-001, +1.54971603162E+002
+2.90331250000E+008, +7.57824160591E-001, +1.54885229656E+002
+2.90350000000E+008, +7.59670977354E-001, +1.54813026534E+002
+2.90368750000E+008, +7.61510242577E-001, +1.54740645993E+002
+2.90387500000E+008, +7.63289136980E-001, +1.54670796959E+002
+2.90406250000E+008, +7.64973567143E-001, +1.54606051351E+002
+2.90425000000E+008, +7.66611962006E-001, +1.54534647938E+002
+2.90443750000E+008, +7.68194026396E-001, +1.54451245253E+002
+2.90462500000E+008, +7.70013184018E-001, +1.54387594255E+002
+2.90481250000E+008, +7.71393295265E-001, +1.54310683294E+002
+2.90500000000E+008, +7.73092937719E-001, +1.54238999192E+002
+2.90518750000E+008, +7.74454937842E-001, +1.54173264081E+002
+2.90537500000E+008, +7.75910199285E-001, +1.54108598372E+002
+2.90556250000E+008, +7.77396362318E-001, +1.54044132567E+002
+2.90575000000E+008, +7.78589388382E-001, +1.53977327359E+002
+2.90593750000E+008, +7.80115359729E-001, +1.53903531685E+002
+2.90612500000E+008, +7.81452000734E-001, +1.53823687263E+002
+2.90631250000E+008, +7.82725688145E-001, +1.53751115235E+002
+2.90650000000E+008, +7.83933350252E-001, +1.53684521222E+002
+2.90668750000E+008, +7.85108040538E-001, +1.53623015491E+002
+2.90687500000E+008, +7.86387508730E-001, +1.53561602715E+002
+2.90706250000E+008, +7.87432816761E-001, +1.53495318385E+002
+2.90725000000E+008, +7.88530252606E-001, +1.53422545628E+002
+2.90743750000E+008, +7.89579300197E-001, +1.53353769869E+002
+2.90762500000E+008, +7.90710566722E-001, +1.53281730578E+002
+2.90781250000E+008, +7.91658399839E-001, +1.53211326854E+002
+2.90800000000E+008, +7.92861913046E-001, +1.53145247357E+002
+2.90818750000E+008, +7.93620692535E-001, +1.53080918181E+002
+2.90837500000E+008, +7.94577624050E-001, +1.53006157878E+002
+2.90856250000E+008, +7.95333604479E-001, +1.52947891439E+002
